No	Na_eng	Na_rad	Cl_eng	Cl_rad
636	0.010189	0.577169	0.022151	0.799360
637	0.015186	0.577230	0.022351	0.799363
638	0.015418	0.577233	0.017128	0.799275
639	0.018192	0.577267	0.011188	0.799174
640	0.014251	0.577219	0.009410	0.799144
641	0.007969	0.577142	0.013688	0.799217
642	0.012919	0.577203	0.009867	0.799152
643	0.023449	0.577331	0.013629	0.799216
644	0.022608	0.577321	0.011633	0.799182
645	0.010356	0.577171	0.010852	0.799169
646	0.013256	0.577207	0.023007	0.799374
647	0.007109	0.577132	0.017225	0.799276
648	0.012832	0.577202	0.014130	0.799224
649	0.017452	0.577258	0.011662	0.799182
650	0.021587	0.577308	0.012479	0.799196
651	0.014824	0.577226	0.028321	0.799464
652	0.010089	0.577168	0.011664	0.799182
653	0.018115	0.577266	0.016374	0.799262
654	0.025323	0.577354	0.011200	0.799175
655	0.012665	0.577200	0.011698	0.799183
656	0.008841	0.577153	0.006794	0.799100
657	0.008847	0.577153	0.011529	0.799180
658	0.008350	0.577147	0.011463	0.799179
659	0.017321	0.577256	0.018316	0.799295
660	0.012940	0.577203	0.011165	0.799174
661	0.008749	0.577152	0.012452	0.799196
662	0.011363	0.577184	0.022348	0.799363
663	0.012900	0.577202	0.028332	0.799464
664	0.012093	0.577193	0.012710	0.799200
665	0.017027	0.577253	0.017567	0.799282
666	0.017991	0.577265	0.018319	0.799295
667	0.020585	0.577296	0.022721	0.799369
668	0.007843	0.577141	0.012516	0.799197
669	0.016349	0.577245	0.022186	0.799360
670	0.007933	0.577142	0.010589	0.799164
671	0.012717	0.577200	0.015380	0.799245
672	0.023031	0.577326	0.009075	0.799139
673	0.024448	0.577343	0.011289	0.799176
674	0.018073	0.577266	0.023343	0.799380
675	0.017281	0.577256	0.018687	0.799301
676	0.018904	0.577276	0.014521	0.799231
677	0.008577	0.577150	0.018025	0.799290
678	0.020074	0.577290	0.025605	0.799418
679	0.018773	0.577274	0.012249	0.799192
680	0.013700	0.577212	0.019739	0.799319
681	0.021798	0.577311	0.023702	0.799386
682	0.025652	0.577358	0.013609	0.799215
683	0.019743	0.577286	0.016203	0.799259
684	0.024202	0.577340	0.012674	0.799200
685	0.013575	0.577211	0.011266	0.799176
686	0.020970	0.577301	0.028532	0.799468
687	0.011439	0.577185	0.009916	0.799153
688	0.020217	0.577292	0.021467	0.799348
689	0.017903	0.577263	0.013251	0.799209
690	0.018388	0.577269	0.020210	0.799327
691	0.010499	0.577173	0.018078	0.799291
692	0.012727	0.577200	0.023020	0.799374
693	0.013153	0.577205	0.018213	0.799293
694	0.017096	0.577254	0.014244	0.799226
695	0.017663	0.577261	0.016991	0.799272
696	0.013717	0.577212	0.012499	0.799197
697	0.008417	0.577148	0.019504	0.799315
698	0.017753	0.577262	0.016022	0.799256
699	0.028029	0.577387	0.014574	0.799232
700	0.011965	0.577191	0.007615	0.799114
701	0.027656	0.577383	0.020187	0.799326
702	0.013521	0.577210	0.021918	0.799356
703	0.014646	0.577224	0.019105	0.799308
704	0.017012	0.577253	0.018441	0.799297
705	0.022197	0.577316	0.020400	0.799330
706	0.011783	0.577189	0.009954	0.799154
707	0.030128	0.577413	0.021818	0.799354
708	0.025159	0.577352	0.013909	0.799220
709	0.025286	0.577354	0.019570	0.799316
710	0.024292	0.577341	0.019195	0.799310
711	0.011510	0.577185	0.019869	0.799321
712	0.015980	0.577240	0.012934	0.799204
713	0.013072	0.577205	0.024254	0.799395
714	0.013003	0.577204	0.021748	0.799353
715	0.010566	0.577174	0.016440	0.799263
716	0.013173	0.577206	0.020673	0.799335
717	0.016856	0.577251	0.020792	0.799337
718	0.012194	0.577194	0.010613	0.799165
719	0.014742	0.577225	0.011332	0.799177
720	0.024604	0.577345	0.022072	0.799358
721	0.016252	0.577243	0.017811	0.799286
722	0.014390	0.577221	0.025226	0.799412
723	0.017869	0.577263	0.012486	0.799196
724	0.010865	0.577178	0.021689	0.799352
725	0.010259	0.577170	0.021612	0.799351
726	0.006691	0.577127	0.020631	0.799334
727	0.021519	0.577308	0.009570	0.799147
728	0.020417	0.577294	0.014626	0.799232
729	0.013393	0.577208	0.017780	0.799286
730	0.014928	0.577227	0.017115	0.799275
731	0.011709	0.577188	0.020026	0.799324
732	0.016594	0.577248	0.020581	0.799333
733	0.025539	0.577357	0.031781	0.799523
734	0.022350	0.577318	0.023208	0.799378
735	0.018228	0.577267	0.013420	0.799212
736	0.021256	0.577304	0.012039	0.799189
737	0.005294	0.577110	0.012008	0.799188
738	0.010018	0.577167	0.011348	0.799177
739	0.023799	0.577335	0.023376	0.799380
740	0.010494	0.577173	0.028165	0.799461
741	0.012311	0.577195	0.015106	0.799241
742	0.013329	0.577208	0.014301	0.799227
743	0.024086	0.577339	0.017692	0.799284
744	0.004004	0.577094	0.021373	0.799347
745	0.022084	0.577314	0.015379	0.799245
746	0.019427	0.577282	0.020589	0.799333
747	0.017470	0.577258	0.019027	0.799307
748	0.012556	0.577198	0.011252	0.799176
749	0.008768	0.577152	0.011701	0.799183
750	0.009699	0.577163	0.018682	0.799301
751	0.015715	0.577237	0.019433	0.799314
752	0.018602	0.577272	0.015415	0.799246
753	0.015999	0.577240	0.032920	0.799542
754	0.010086	0.577168	0.017156	0.799275
755	0.022170	0.577316	0.025685	0.799419
756	0.016577	0.577247	0.029522	0.799484
757	0.005815	0.577116	0.034177	0.799563
758	0.028239	0.577390	0.012390	0.799195
759	0.020122	0.577291	0.015719	0.799251
760	0.019408	0.577282	0.017427	0.799280
761	0.030993	0.577423	0.013797	0.799218
762	0.015440	0.577233	0.024369	0.799397
763	0.012905	0.577202	0.023086	0.799375
764	0.014833	0.577226	0.012675	0.799200
765	0.009064	0.577156	0.025580	0.799418
766	0.010057	0.577168	0.027389	0.799448
767	0.008187	0.577145	0.027826	0.799456
768	0.019580	0.577284	0.018378	0.799296
769	0.018658	0.577273	0.026816	0.799439
770	0.010046	0.577168	0.013952	0.799221
771	0.019556	0.577284	0.010161	0.799157
772	0.019559	0.577284	0.007171	0.799107
773	0.018249	0.577268	0.022787	0.799370
774	0.016521	0.577247	0.022138	0.799360
775	0.011052	0.577180	0.020960	0.799340
776	0.027787	0.577384	0.008682	0.799132
777	0.022793	0.577323	0.014399	0.799229
778	0.011709	0.577188	0.012703	0.799200
779	0.007265	0.577134	0.016729	0.799268
780	0.017712	0.577261	0.013937	0.799221
781	0.027119	0.577376	0.012278	0.799193
782	0.027217	0.577377	0.014664	0.799233
783	0.013384	0.577208	0.018598	0.799300
784	0.014833	0.577226	0.015378	0.799245
785	0.016218	0.577243	0.010017	0.799155
786	0.013620	0.577211	0.013115	0.799207
787	0.008472	0.577148	0.025784	0.799421
788	0.011055	0.577180	0.010226	0.799158
789	0.019001	0.577277	0.023829	0.799388
790	0.019200	0.577279	0.008119	0.799123
791	0.014554	0.577223	0.006674	0.799098
792	0.010431	0.577172	0.019864	0.799321
793	0.018237	0.577268	0.019637	0.799317
794	0.007369	0.577135	0.013320	0.799210
795	0.012130	0.577193	0.023469	0.799382
796	0.020415	0.577294	0.022653	0.799368
797	0.012415	0.577196	0.022317	0.799362
798	0.019676	0.577285	0.012605	0.799198
799	0.008284	0.577146	0.024122	0.799393
800	0.019639	0.577285	0.027149	0.799444
801	0.018878	0.577275	0.020010	0.799323
802	0.010961	0.577179	0.017088	0.799274
803	0.016719	0.577249	0.030454	0.799500
804	0.014214	0.577218	0.017683	0.799284
805	0.024299	0.577342	0.018885	0.799304
806	0.023334	0.577330	0.021770	0.799353
807	0.022701	0.577322	0.007661	0.799115
808	0.017869	0.577263	0.013315	0.799210
809	0.015647	0.577236	0.013113	0.799207
810	0.009998	0.577167	0.013602	0.799215
811	0.012479	0.577197	0.026952	0.799441
812	0.019937	0.577288	0.019641	0.799317
813	0.017374	0.577257	0.010138	0.799157
814	0.016198	0.577243	0.020505	0.799332
815	0.022716	0.577322	0.013656	0.799216
816	0.009777	0.577164	0.014359	0.799228
817	0.020248	0.577292	0.024101	0.799393
818	0.014158	0.577218	0.018759	0.799302
819	0.008432	0.577148	0.023901	0.799389
820	0.024326	0.577342	0.016907	0.799271
821	0.014123	0.577217	0.016084	0.799257
822	0.025499	0.577356	0.013444	0.799213
823	0.006785	0.577128	0.023142	0.799376
824	0.020589	0.577296	0.016973	0.799272
825	0.020667	0.577297	0.018924	0.799305
826	0.019906	0.577288	0.020466	0.799331
827	0.013779	0.577213	0.016377	0.799262
828	0.019520	0.577283	0.020715	0.799335
829	0.008238	0.577146	0.022014	0.799357
830	0.013085	0.577205	0.012601	0.799198
831	0.017996	0.577265	0.012725	0.799200
832	0.023068	0.577327	0.022535	0.799366
833	0.014637	0.577224	0.026567	0.799434
834	0.010737	0.577176	0.019752	0.799319
835	0.018840	0.577275	0.014045	0.799223
836	0.019273	0.577280	0.012103	0.799190
837	0.018290	0.577268	0.013505	0.799214
838	0.024182	0.577340	0.013257	0.799209
839	0.031689	0.577432	0.012925	0.799204
840	0.020218	0.577292	0.011381	0.799178
841	0.008828	0.577153	0.009833	0.799152
842	0.026077	0.577363	0.023333	0.799380
843	0.011848	0.577190	0.010558	0.799164
844	0.029422	0.577404	0.019877	0.799321
845	0.017142	0.577254	0.025606	0.799418
846	0.018912	0.577276	0.022906	0.799372
847	0.012730	0.577200	0.019342	0.799312
848	0.033494	0.577454	0.008655	0.799132
849	0.021370	0.577306	0.008115	0.799122
850	0.007564	0.577137	0.015659	0.799250
851	0.012331	0.577195	0.007923	0.799119
852	0.024742	0.577347	0.019738	0.799319
853	0.007384	0.577135	0.011701	0.799183
854	0.013230	0.577206	0.021464	0.799348
855	0.009108	0.577156	0.019204	0.799310
856	0.019018	0.577277	0.006479	0.799095
857	0.009954	0.577166	0.013488	0.799213
858	0.009983	0.577167	0.019547	0.799316
859	0.007059	0.577131	0.013865	0.799220
860	0.022185	0.577316	0.022219	0.799361
861	0.011336	0.577183	0.018882	0.799304
862	0.021667	0.577309	0.029933	0.799491
863	0.023243	0.577329	0.011365	0.799177
864	0.031054	0.577424	0.012793	0.799202
865	0.009685	0.577163	0.006100	0.799088
866	0.013875	0.577214	0.011993	0.799188
867	0.017690	0.577261	0.010444	0.799162
868	0.013067	0.577204	0.007124	0.799106
869	0.010110	0.577168	0.010883	0.799169
870	0.010259	0.577170	0.006792	0.799100
871	0.009408	0.577160	0.018194	0.799293
872	0.024534	0.577344	0.010788	0.799168
873	0.014467	0.577222	0.020456	0.799331
874	0.010449	0.577173	0.018976	0.799306
875	0.010297	0.577171	0.017477	0.799281
876	0.018303	0.577268	0.011437	0.799179
877	0.010273	0.577170	0.011866	0.799186
878	0.014285	0.577219	0.026600	0.799435
879	0.014192	0.577218	0.025453	0.799416
880	0.011946	0.577191	0.021664	0.799351
881	0.010957	0.577179	0.020236	0.799327
882	0.012263	0.577195	0.024319	0.799396
883	0.014775	0.577225	0.024535	0.799400
884	0.014907	0.577227	0.012550	0.799197
885	0.025552	0.577357	0.023127	0.799376
886	0.015936	0.577239	0.026236	0.799429
887	0.018871	0.577275	0.013496	0.799213
888	0.015220	0.577231	0.024973	0.799407
889	0.017321	0.577256	0.017274	0.799277
890	0.022838	0.577324	0.009836	0.799152
891	0.023781	0.577335	0.026750	0.799437
892	0.012635	0.577199	0.025614	0.799418
893	0.016012	0.577240	0.020305	0.799328
894	0.016353	0.577245	0.004598	0.799063
895	0.019625	0.577285	0.020829	0.799337
896	0.012870	0.577202	0.010692	0.799166
897	0.021380	0.577306	0.013602	0.799215
898	0.011395	0.577184	0.019649	0.799317
899	0.013755	0.577213	0.025151	0.799410
900	0.011922	0.577190	0.007559	0.799113
901	0.026238	0.577365	0.009033	0.799138
902	0.010053	0.577168	0.008073	0.799122
903	0.010102	0.577168	0.016517	0.799264
904	0.013403	0.577209	0.011427	0.799178
905	0.028733	0.577396	0.010830	0.799168
906	0.028753	0.577396	0.012912	0.799204
907	0.027359	0.577379	0.012564	0.799198
908	0.013742	0.577213	0.007100	0.799105
909	0.015323	0.577232	0.012298	0.799193
910	0.022416	0.577319	0.023068	0.799375
911	0.020911	0.577300	0.017789	0.799286
912	0.005865	0.577117	0.023275	0.799379
913	0.009657	0.577163	0.009182	0.799141
914	0.010213	0.577170	0.016333	0.799261
915	0.009400	0.577160	0.020833	0.799337
916	0.021048	0.577302	0.013583	0.799215
917	0.031394	0.577428	0.005934	0.799086
918	0.023078	0.577327	0.007659	0.799115
919	0.022173	0.577316	0.017210	0.799276
920	0.029765	0.577408	0.026002	0.799425
921	0.016516	0.577247	0.010334	0.799160
922	0.019013	0.577277	0.028611	0.799469
923	0.025910	0.577361	0.012700	0.799200
924	0.019529	0.577283	0.019959	0.799323
925	0.011345	0.577183	0.023172	0.799377
926	0.013925	0.577215	0.021164	0.799343
927	0.011082	0.577180	0.011819	0.799185
928	0.009916	0.577166	0.024412	0.799398
929	0.009252	0.577158	0.028811	0.799472
930	0.016361	0.577245	0.016767	0.799269
931	0.018526	0.577271	0.028642	0.799469
932	0.011318	0.577183	0.010331	0.799160
933	0.022294	0.577317	0.005592	0.799080
934	0.008262	0.577146	0.010248	0.799159
935	0.011881	0.577190	0.009159	0.799140
936	0.018109	0.577266	0.024099	0.799393
937	0.011101	0.577180	0.024884	0.799406
938	0.013277	0.577207	0.012559	0.799198
939	0.011353	0.577184	0.017065	0.799274
940	0.007109	0.577132	0.023531	0.799383
941	0.016743	0.577249	0.023588	0.799384
942	0.021419	0.577306	0.021995	0.799357
943	0.014479	0.577222	0.016579	0.799266
944	0.022822	0.577323	0.014210	0.799225
945	0.006986	0.577130	0.019102	0.799308
946	0.017729	0.577261	0.023431	0.799381
947	0.015915	0.577239	0.014522	0.799231
948	0.013929	0.577215	0.009176	0.799140
949	0.021349	0.577306	0.025110	0.799410
950	0.006335	0.577122	0.023864	0.799389
951	0.023226	0.577328	0.012347	0.799194
952	0.012374	0.577196	0.009403	0.799144
953	0.017474	0.577258	0.014554	0.799231
954	0.010836	0.577177	0.015650	0.799250
955	0.009576	0.577162	0.010470	0.799162
956	0.026573	0.577369	0.007839	0.799118
957	0.018042	0.577265	0.007220	0.799107
958	0.011791	0.577189	0.014015	0.799222
959	0.009487	0.577161	0.010805	0.799168
960	0.020144	0.577291	0.034920	0.799576
961	0.019343	0.577281	0.010762	0.799167
962	0.008750	0.577152	0.011415	0.799178
963	0.013404	0.577209	0.023282	0.799379
964	0.021040	0.577302	0.012176	0.799191
965	0.012932	0.577203	0.020257	0.799328
966	0.021503	0.577307	0.020363	0.799329
967	0.019228	0.577280	0.022848	0.799371
968	0.013210	0.577206	0.015047	0.799240
969	0.020507	0.577295	0.037208	0.799614
970	0.022573	0.577320	0.018098	0.799291
971	0.029021	0.577399	0.020247	0.799327
972	0.023254	0.577329	0.019702	0.799318
973	0.010132	0.577169	0.017021	0.799273
974	0.019742	0.577286	0.010836	0.799168
975	0.019219	0.577280	0.016558	0.799265
976	0.007044	0.577131	0.009827	0.799151
977	0.012904	0.577202	0.018371	0.799296
978	0.020146	0.577291	0.026262	0.799429
979	0.020517	0.577295	0.010212	0.799158
980	0.025591	0.577357	0.016437	0.799263
981	0.020972	0.577301	0.004338	0.799059
982	0.010869	0.577178	0.012235	0.799192
983	0.009983	0.577167	0.011717	0.799183
984	0.018718	0.577273	0.008606	0.799131
985	0.019334	0.577281	0.019613	0.799317
986	0.009987	0.577167	0.014848	0.799236
987	0.022221	0.577316	0.016620	0.799266
988	0.024741	0.577347	0.027153	0.799444
989	0.021332	0.577305	0.017449	0.799280
990	0.008366	0.577147	0.019663	0.799318
991	0.007653	0.577138	0.024103	0.799393
992	0.010112	0.577168	0.013151	0.799208
993	0.018876	0.577275	0.019583	0.799316
994	0.018859	0.577275	0.008623	0.799131
995	0.011073	0.577180	0.020505	0.799332
996	0.012775	0.577201	0.012273	0.799193
997	0.022684	0.577322	0.020718	0.799335
998	0.010479	0.577173	0.009479	0.799146
999	0.006820	0.577128	0.020536	0.799332
1000	0.022381	0.577318	0.009457	0.799145
1001	0.021438	0.577307	0.017406	0.799279
1002	0.026496	0.577368	0.023016	0.799374
1003	0.025949	0.577362	0.015905	0.799254
1004	0.014123	0.577217	0.011708	0.799183
1005	0.008244	0.577146	0.018492	0.799298
1006	0.013022	0.577204	0.016438	0.799263
1007	0.022085	0.577315	0.007924	0.799119
1008	0.010393	0.577172	0.012805	0.799202
1009	0.026065	0.577363	0.024468	0.799399
1010	0.016033	0.577241	0.015236	0.799243
1011	0.021543	0.577308	0.026028	0.799425
1012	0.012917	0.577203	0.016351	0.799262
1013	0.008534	0.577149	0.021766	0.799353
1014	0.026550	0.577369	0.021994	0.799357
1015	0.016147	0.577242	0.022250	0.799361
1016	0.012599	0.577199	0.018574	0.799299
1017	0.012785	0.577201	0.021250	0.799344
1018	0.013808	0.577213	0.010583	0.799164
1019	0.016804	0.577250	0.010989	0.799171
1020	0.021791	0.577311	0.022677	0.799369
1021	0.021424	0.577306	0.009213	0.799141
1022	0.011917	0.577190	0.019544	0.799316
1023	0.022910	0.577325	0.008523	0.799129
1024	0.022419	0.577319	0.004758	0.799066
1025	0.016747	0.577249	0.011214	0.799175
1026	0.018363	0.577269	0.010103	0.799156
1027	0.015538	0.577235	0.008507	0.799129
1028	0.009481	0.577161	0.026992	0.799442
1029	0.008871	0.577153	0.026542	0.799434
1030	0.009575	0.577162	0.018692	0.799301
1031	0.017364	0.577257	0.020523	0.799332
1032	0.013496	0.577210	0.017371	0.799279
1033	0.011261	0.577182	0.015534	0.799248
1034	0.018217	0.577267	0.017127	0.799275
1035	0.037648	0.577505	0.022127	0.799359
1036	0.014673	0.577224	0.014318	0.799227
1037	0.023462	0.577331	0.013657	0.799216
1038	0.015662	0.577236	0.014619	0.799232
1039	0.012550	0.577198	0.021393	0.799347
1040	0.022846	0.577324	0.011267	0.799176
1041	0.015656	0.577236	0.020923	0.799339
1042	0.018842	0.577275	0.017145	0.799275
1043	0.017359	0.577257	0.014498	0.799230
1044	0.022288	0.577317	0.009177	0.799140
1045	0.020487	0.577295	0.011479	0.799179
1046	0.014494	0.577222	0.013312	0.799210
1047	0.016038	0.577241	0.006497	0.799095
1048	0.005992	0.577118	0.011630	0.799182
1049	0.006385	0.577123	0.019601	0.799317
1050	0.020008	0.577289	0.012167	0.799191
1051	0.018759	0.577274	0.014256	0.799226
1052	0.014476	0.577222	0.012872	0.799203
1053	0.012188	0.577194	0.016612	0.799266
1054	0.021631	0.577309	0.014252	0.799226
1055	0.010295	0.577171	0.011725	0.799183
1056	0.010335	0.577171	0.027847	0.799456
1057	0.012688	0.577200	0.025038	0.799408
1058	0.019842	0.577287	0.020616	0.799334
1059	0.018860	0.577275	0.017029	0.799273
1060	0.010661	0.577175	0.020993	0.799340
1061	0.018497	0.577271	0.020186	0.799326
1062	0.012778	0.577201	0.009394	0.799144
1063	0.015751	0.577237	0.018702	0.799301
1064	0.020582	0.577296	0.011918	0.799187
1065	0.011745	0.577188	0.019117	0.799308
1066	0.012515	0.577198	0.012783	0.799201
1067	0.011062	0.577180	0.010398	0.799161
1068	0.008709	0.577151	0.014741	0.799234
1069	0.015983	0.577240	0.024027	0.799391
1070	0.018030	0.577265	0.011291	0.799176
1071	0.017573	0.577259	0.012001	0.799188
1072	0.019048	0.577277	0.013780	0.799218
1073	0.016297	0.577244	0.012136	0.799190
1074	0.024008	0.577338	0.010769	0.799167
1075	0.024673	0.577346	0.011248	0.799175
1076	0.012463	0.577197	0.008706	0.799132
1077	0.027237	0.577377	0.010562	0.799164
1078	0.026529	0.577369	0.016038	0.799256
1079	0.018076	0.577266	0.012380	0.799195
1080	0.023269	0.577329	0.015995	0.799256
1081	0.018707	0.577273	0.011619	0.799182
1082	0.008578	0.577150	0.015221	0.799243
1083	0.010585	0.577174	0.009911	0.799153
1084	0.011962	0.577191	0.029484	0.799484
1085	0.010922	0.577178	0.021930	0.799356
1086	0.014493	0.577222	0.007084	0.799105
1087	0.012248	0.577194	0.011840	0.799185
1088	0.011245	0.577182	0.013944	0.799221
1089	0.012056	0.577192	0.023886	0.799389
1090	0.024065	0.577339	0.029164	0.799478
1091	0.023734	0.577335	0.018230	0.799293
1092	0.009118	0.577156	0.014057	0.799223
1093	0.009000	0.577155	0.022135	0.799359
1094	0.009617	0.577162	0.021606	0.799351
1095	0.007927	0.577142	0.021407	0.799347
1096	0.013220	0.577206	0.012437	0.799196
1097	0.018972	0.577277	0.013420	0.799212
1098	0.026364	0.577367	0.009942	0.799153
1099	0.021781	0.577311	0.009300	0.799142
1100	0.012922	0.577203	0.007909	0.799119
1101	0.013299	0.577207	0.025098	0.799410
1102	0.010261	0.577170	0.018705	0.799301
1103	0.011469	0.577185	0.011022	0.799172
1104	0.017045	0.577253	0.010615	0.799165
1105	0.014342	0.577220	0.019688	0.799318
1106	0.016107	0.577242	0.011176	0.799174
1107	0.007954	0.577142	0.020409	0.799330
1108	0.006709	0.577127	0.016136	0.799258
1109	0.011386	0.577184	0.008156	0.799123
1110	0.012389	0.577196	0.013196	0.799208
1111	0.020847	0.577299	0.027530	0.799451
1112	0.008860	0.577153	0.012255	0.799192
1113	0.010391	0.577172	0.020478	0.799331
1114	0.014308	0.577220	0.023475	0.799382
1115	0.010761	0.577176	0.020686	0.799335
1116	0.010851	0.577177	0.014333	0.799228
1117	0.016844	0.577251	0.021519	0.799349
1118	0.017212	0.577255	0.019927	0.799322
1119	0.008360	0.577147	0.017616	0.799283
1120	0.019680	0.577285	0.023162	0.799377
1121	0.007522	0.577137	0.020276	0.799328
